Product name,Price (€),Category
Yi mu cao,15.2,Plant powder
Chi shao yao,43.7,Plant powder
Pei lan,15.2,Plant powder
Ge gen,41.3,Plant powder
Chuan xiong,16.3,Plant powder
Gui zhi,15.2,Plant powder
Huang qi,16.4,Plant powder
Du zhong,42.2,Plant powder
Wu wei zi,16.7,Plant powder
Jiao san xian,17.1,Plant powder
Hai piao xiao,15.7,Plant powder
Zi shi ying,15.1,Plant powder
Du huo,16.3,Plant powder
Chao bai zhu,43.7,Plant powder
